beneficiary,vintage_year,total_volume
SESI,2016,3.0
SEAERJ,2015,3.0
IMPACT TRADE,2017,3.0
James Mills,2017,3.0
Marinus P. van Vliet,2017,3.0
EmailOctopus,2014,3.0
Guangdong Association of Circular Economy and Resources Comprehensive Utilization,2016,3.0
Michael Rodel,2014,3.0
Claudia Volonte Roveda- KMHD841CAKU886902,2009,3.0
Jose Luis Herrera Peña- 9BHGB812BNP220128,2009,3.0
Pablo Jorge Marichal Pucholo- LVVDB21B6MD110921,2007,3.0
Natalia Duarte- LVVDB11B3MD017851,2007,3.0
Maria Rosana Medina Fernandez- LVVDB11B4MD018975,2007,3.0
Indivor S.a.- LVTDB11B6MD092410,2007,3.0
Natalia Braida Pombo- LVVDB21B3MD110925,2007,3.0
PEPEGANGA SA- KMFWBX7HAMU164358,2007,3.0
BIN ZONG TRADING,2011,3.0
CHINA NUCLEAR INDUSTRY HUAXING CONSTRUCTION COMPANY LIMITED,2011,3.0
C-Z ENGINEERING PTE LTD,2011,3.0
EBENEX PTE LTD,2011,3.0
GUAVA AMENITIES PTE LTD,2011,3.0
MS MUMTAS BEGUM D/O SHAIK MOHAMED,2011,3.0
ORIENTAL REMEDIES INCORPORATED (PRIVATE LIMITED),2011,3.0
PACE O.D. CONSULTING PTE LTD,2011,3.0
SHEHZAD TRADERS PTE LTD,2011,3.0
BMS ENVIRONMENTAL SERVICES PTE LTD - GEYLANG,2010,3.0
BIX INCORPORACAO E CONSTRUCAO LTDA,2014,3.0
JNJ - GASTRÃO 2024 - Evento Sustentável,2014,3.0
CARB43 - ClubCarby - Postinho do Pátio -   São João Del Rei/ MG,2014,3.0
PFM Associados,2012,3.0
Karina Peralta,2012,3.0
OS Lifestyle,2012,3.0
Ana Monteiro,2012,3.0
Napoleao Augusto Chiamulera,2012,3.0
Associação Cubo CoWorking ITAU,2012,3.0
Biohotels,2012,3.0
Farmashop,2015,3.0
Aquasol S.A- KMHJB81BGNU066572,2015,3.0
Noemi Elizabeth Barrios Silva- LVVDB11B2ME021481,2015,3.0
Gabriel Jose Fernandez Tabeira- LVTDB11B6MD093539,2015,3.0
Cash Sa- KMFWBX7RAMU180940,2015,3.0
Sergio A. Mazzilli M.- KMHJB81BGNU066830,2015,3.0
Zelmira Peralta Ramos- KMHK281EGNU078291,2015,3.0
Uruterm Ltda- KMHK281EGNU077939,2015,3.0
Purificadores Europa,2015,3.0
Vaporo,2015,3.0
Cubo Itaú,2015,3.0
Betterfly,2015,3.0
Miaoli County Government,2019,3.0
AMBROSIA PREMIUM ITALIAN GIN,2015,3.0
"DALMAO, DANIEL RICARDO- 650046215170",2014,3.0
"LARRA¼AGA MARTINEZ, BRUNO- 650046458553",2014,3.0
"PULERO BAYURE, ALDI OMAR- 650046654778",2014,3.0
"PAREDES SALA, MARIA VICTORIA- 650046678839",2014,3.0
Pangoline,2017,3.0
K Scarth,2013,3.0
PXM,2007,3.0
Adveo,2011,3.0
Fed Paulista,2020,3.0
SERGIO LUIS PETRACHI-103.289.918-21,2017,3.0
The Disruption Society,2021,3.0
Viki-Marg,2019,3.0
"Taishin Financial Holding Co., Ltd",2020,3.0
Yos Adiguna Ginting,2014,3.0
HITER CONTROLS ENGENHARIA LTDA,2015,3.0
Maria Alicia Medina Alvarez- KMHJB81BGNU129626,2015,3.0
CARLOS SILVA- KMHL341JBNA036631,2015,3.0
MUSEUM CLOTHING PTY LIMITED (ABN: 82 003 931 404),2017,3.0
Trellis Technologies Pty. Ltd.,2011,3.0
LATAM,2011,3.0
Space Plan,2011,3.0
"Xellia Family Day 2013, Tordas",2009,3.0
Li Quanhai,2015,3.0
Shaw and Smith Pty Ltd,2018,3.0
Gildene Leite Dantas,2022,3.0
Yi-Ming Sun,2022,3.0
贵州广思信息网络有限公司GUIZHOU GUANGSI INFORMATION ＆ NETWORK CO LTD.,2010,3.0
ESG Pulse,2011,3.0
Weleda do Brasil Laboratorio e Farmacia Ltda,2021,3.0
Tobacco Importers & Manufacturers Sdn Bhd,2016,3.0
Climate Heroes - 20.04.29,2018,3.0
Climate Heroes - 20.08.28,2018,3.0
Carbon Neutral,2015,3.0
Adrian Furstenburg Pte Ltd,2015,3.0
Ion Garate,2010,3.0
RÃ©seau des femmes en environnement,2010,3.0
Gustavo Inciarte- KMHJB81BGNU066615,2007,3.0
Carolina Victoria Rojas Picon- LVVDB21B9MD175326,2007,3.0
Carlos Efrain Smith Simone- LVVDB11B5MD017852,2007,3.0
Paulo Vaz,2014,3.0
EVENTO LÍDERES SUSTENTÁVEIS GRAMADO - ABRIL 2023,2014,3.0
Corrida New Balance - 12/11,2014,3.0
BLUE MARBLE ENVIRONMENTAL PARTNERSHIPS LTD,2019,3.0
RAMMAR SHIPPING SERVICES,2016,3.0
CONTICO SHIPPING AGENCY PVT LTD,2016,3.0
GREEN COAST LOGISTICS,2016,3.0
INDOFIL INDUSTRIES LIMITED,2016,3.0
LANCER CONTAINER LINES LTD,2016,3.0
SHREE HANUMAN IRON WORKS,2016,3.0
PACIFIC OCEAN LOGISTICS,2016,3.0
MSA SHIPPING PVT LTD,2016,3.0
DACHSER SE,2016,3.0
XIAMEN TRANS-CHINA FRT AGENCY CO SZ,2016,3.0
SHINING CARGO SERVICE CO LTD,2016,3.0
YUEYANG INTERNATIONAL LOGISTICS,2016,3.0
PRINCE OCEAN SHIPPING LTD,2016,3.0
SAVINO DEL BENE FREIGHT FWDRS I P L,2016,3.0
RMA CARGO LOGISTICS INC,2016,3.0
VTR LOGISTICS LLC,2016,3.0
UNITED TOWEL EXPORTERS,2016,3.0
TRANSWORLD SHIPPING TRADING AND LOG,2016,3.0
NEW ASIAN ENTERPRISES,2016,3.0
MINAS LOGISTICS PVT LTD,2016,3.0
IVK MANUPORT LOGISTICS,2016,3.0
GULF LINK CARGO LLC,2016,3.0
GSA SRL,2016,3.0
FULCRUM SHIPPING &LOGISTICS PVT LTD,2016,3.0
FLOMIC FREIGHT & LOGISTICS LLC,2016,3.0
EXPEDITORS INTERNATIONAL SA PTY LTD,2016,3.0
ENKAY EXPRESS,2016,3.0
CEVA LOGISTICS CAMEROUN SA,2016,3.0
CARGOSOL LLC,2016,3.0
ACCESS CARGO LLC,2016,3.0
ABDUL MUHSEN SHIPPING LLC,2016,3.0
FRESH SPICES LTD,2016,3.0
AP LOGISTIC SRL,2016,3.0
Lasting Dynamics s.r.l.,2019,3.0
Startup Bakery,2019,3.0
Dar Sentido S.R.L,2015,3.0
Nicholas Fletcher,2009,3.0
Associação de Medicina Intensiva Brasileira – AMIB,2014,3.0
Pazos y Asociados Consultores S.A.,2007,3.0
ALF Logística,2007,3.0
HAINAN JIADEXIN FOODSTUFF CO LTD,2016,3.0
ROMEU MEXICO SA DE CV,2016,3.0
UNITEX LOGISTICS LIMITED GUANGZHOU BRANCH,2016,3.0
ORIENTAL AIR TRANSPORT SERVICE LTD,2016,3.0
SINOTRANS ZHEJIANG CO LTD TAIZHOU BRANCH,2016,3.0
HEADWIN LOGISTICS CO SHENZHEN BR,2016,3.0
ABAGA ONDO DIDIER,2016,3.0
ADAMEXPO LTD,2016,3.0
AGILITY LOGISTICS SAUDI ARABIA,2016,3.0
BARWIL DUBAI LLC,2016,3.0
BROWN BULL LOGISTICS PVT LTD,2016,3.0
CLARION SHIPPING SERVICES,2016,3.0
DOYENS LOGISTICS LLC,2016,3.0
ELLA NKULU ARTHUR,2016,3.0
EVEREST SEA FOODS EXPORTS PRIVATE LTD,2016,3.0
EXPRESS SRL,2016,3.0
FAST SYSTEM LOGISTIC SERVICES,2016,3.0
HABIB SUGAR MILLS LTD,2016,3.0
INDETRANS GLOBAL LOGISTICS PRIVATE LIMITED,2016,3.0
MAJOR FREIGHT INTERNATIONAL CO LTD,2016,3.0
MASEERA TRADING L L C,2016,3.0
NGOMO MENIE ROMARIC BERENGER,2016,3.0
NWAFO KAMGA ALAIN BRICE,2016,3.0
PT EXPEDITORS INDONESIA,2016,3.0
RNA RESOURCES GRP. LTD. (LANDMARK),2016,3.0
SOULOUNGANGA GUISSONY,2016,3.0
HDC GLOBAL LOGISTICS PRIVATE LIMITED,2016,3.0
HONOUR CARGO SERVICES LLC,2016,3.0
OASIS TRADING & EQUIPMENT CO LLC,2016,3.0
STEINWEG SHARAF FZ,2016,3.0
THE GOLDEN LINE,2016,3.0
TRANS FREIGHT LLC,2016,3.0
UNITED WORLDWIDE LOGISTICS,2016,3.0
VELOCITY LINES,2016,3.0
WIDE WING SHIPPING & FORWARDING LLC,2016,3.0
KOTAK MULTILINK LOGISTIX,2016,3.0
MNC INTERNATIONAL CO LTD,2016,3.0
AL RASHED INTL SHIPPING CO,2016,3.0
Sunset Lover (ABN: 38 655 204 087),2019,3.0
RIDEAU 2020,2017,3.0
0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696,2018,3.0
Sapper,2009,3.0
Icelandair customers,2017,3.0
Foo Tun Shien,2014,3.0
Farcom Brescia SpA Mompiano,2014,3.0
Farcom Brescia SpA Violino,2014,3.0
"Atomic Hub Q3, 2024: https://carbon-creatures.com/retirement/8e6ca503-0f05-63ce-5b53-93ae340171c9",2016,3.0
Dave Duncan,2017,3.0
Carbon Neutral,2014,3.0
Emmanuelle Jodoin,2017,3.0
TAN TENG HWEE PETER - #03-79,2010,3.0
MAD HOUSE PTE LTD,2010,3.0
BYRON SERVICES & CO - #03-05,2010,3.0
KlimaManufaktur: Stilllegung Projektauswahl Q2 2019,2014,3.0
Peace of Art Singapore,2010,3.0
DIVERS,2009,3.0
KPMG,2009,3.0
National Taiwan University of Science and Technology 國立臺灣科技大學,2017,3.0
泓辰材料股份有限公司,2017,3.0
OCBC Bank (M) Berhad,2018,3.0
Maria Gabriela Tais Gardil- 9BHGB812BMP199488,2012,3.0
Angela Soca- 9BHGB812AMP199779,2012,3.0
Batilco Sa- 9BHGB812AMP203940,2012,3.0
Paiva Falco- 9BHGB812ALP180904,2012,3.0
Setaril S.A.- KMHJ2812GLU123893,2012,3.0
Julio Bouza Castelli- 9BHGB812AMP209599,2012,3.0
Sabrina De Souza- LVVDB21B3LD048828,2012,3.0
Brunell- KMHJ2812GLU123886,2012,3.0
Veronica S. Velazquez- LVVDB11B9MD017868,2012,3.0
Mesilar Sa- KMFWBX7HAMU164209,2012,3.0
Edison Daniel Varela Mussini- 9BHGB812ANP218702,2012,3.0
Paola Carolina Fraga Gastellu- 9BHGB812BNP220289,2012,3.0
Nestor Rodriguez Rodriguez- 9BHGB812ANP216663,2012,3.0
Clever Jesus Urrutia Rivero- 9BHGB812BNP234326,2012,3.0
Ángel Fusco- LVVDB11B2MD015590,2012,3.0
Schwalbe Tyres UK Ltd,2016,3.0
BIGMOND S.A.C.,2017,3.0
GreenBlueDays,2018,3.0
Quinola,2014,3.0
AIR ENVPOWER INTL EXPRESS CHI INC,2016,3.0
REJOICE LOGISTICS CANADA INC,2016,3.0
SUMMER WIN INTL TRANSENVPORATION CO LTD,2016,3.0
"NINGBO BARKLAYS INTERNATIONAL FREIGHT FORWARDING CO.,LTD",2016,3.0
SHANGHAI WIZWAY INTERNATIONAL LOGISTIC CO,2016,3.0
Suzano,2016,3.0
Bernardo Fonseca,2016,3.0
SCJ Equativ AlmapBBDO Carbonless,2016,3.0
Metso Peru S.A.,2013,3.0
Christian Von Sanden,2017,3.0
Alasdair Young,2015,3.0
Raul André Maus - Cpf 625.876.170-49,2016,3.0
Mapfre Seguros,2016,3.0
Pocketseed Pty Ltd,2019,3.0
Maria Cristina Valverde- LVVDB11B7MD014550,2009,3.0
Miriam Raquel Romero Alonso- LVTDB24B1LD043888,2009,3.0
Domingo Sarubbi- LVVDB21B6MD014559,2007,3.0
Carolina Wolfson Aspis- KMHS381KBMU363291,2007,3.0
Imperial Andres Eduardo- KMFJA17BPLC345947,2007,3.0
Claudia J. Villareal- LVVDB21B7MD174319,2007,3.0
CHAN WAI JEWELLERY WORKS,2011,3.0
CHENG BALLET ACADEMY PTE LTD,2011,3.0
E.D. MACHINING MANUFACTURING PTE LTD,2011,3.0
GARAGE B PTE LTD,2011,3.0
HOME GUIDE DESIGN & CONTRACTS PTE LTD,2011,3.0
INTERNEXUS PTE LTD,2011,3.0
RAINBOW COVE @ BUTTERFLY PTE LTD,2011,3.0
SEQUAX PTE LTD,2011,3.0
TAN GER HWEE,2011,3.0
Shabbir Onn Sithawalla (189211),2010,3.0
ACP BIOENERGIA LTDA - 26.288.346/0011-00,2014,3.0
JNJ - VII Congresso Paulista de Coloproctotologia - Evento Sustentável,2014,3.0
Saigon Filmes - Perdigão NFL,2014,3.0
Saigon Filmes - The Town,2014,3.0
O2 Filmes - Pampers Pearl,2014,3.0
Anonymous - Itau Vinhetas,2014,3.0
Felipe Brambilla Freitas,2012,3.0
Antonio Teixeira,2012,3.0
Hugo Silva Santos,2012,3.0
BR Partners Logística Internacional,2012,3.0
Cozinha Villa Bisutti - Laguna,2012,3.0
Force Adventure Tour,2012,3.0
Chevrolet-Electrificación-OC50335,2019,3.0
Alasdair Young,2018,3.0
"Daniela Corujo (Emisión real 2,26 ton. CO2 eq.)",2015,3.0
"Alvaro Pardo (Emisión real 2,36 ton. CO2 eq.)",2015,3.0
Exiros B.v Sucursal Uruguay- LVTDB21B1ND030274,2015,3.0
Grupo De Viaje De La Facultad De Arquite- 9BHGB812ANP260548,2015,3.0
Agencia Soda Sas- KMHJB81BGNU098668,2015,3.0
Rubens Pablo Olalde Nocedo- KMHK281EGNU076382,2015,3.0
Roxana Viera- KMHK281EGNU078299,2015,3.0
Lidia Pullol Y Humberto Finocchisetti- 9BHCP51CANP267004,2015,3.0
Washington Guartech Gonzalez- 9BHGB812ANP248038,2015,3.0
IRIS GRACIELA CORREA GARAY- 9BHCP51CANP298064,2015,3.0
RICARDO MISEVICIUS MACIUK- 9BHCP51CANP298031,2015,3.0
CESAR CASTILLO CASATI- KMHSU81CBJU814865,2015,3.0
DIEGO BALEZTENA MAUBRIGADA- KMHJB81BGNU100078,2015,3.0
VERÓNICA CORIA- 9BHCP51CANP297746,2015,3.0
Gonzalo Crespo Iglesias- KMHJB81BGNU117563,2015,3.0
FANFIVE,2015,3.0
Misci,2015,3.0
Boehringer Ingelheim,2015,3.0
Colégio Móbile 2022,2015,3.0
"GOMEZ CARRERO, ALEJANDRO- 650046166927",2014,3.0
"MATTO ESTOCERES, ROBERTO GERARDO- 650046534772",2014,3.0
Climate Impact X Pte. Ltd.,2019,3.0
FORBES ARGENTINA,2020,3.0
Lyreco - Uniting Communities,2010,3.0
中国汽车技术研究中心有限公司,2011,3.0
Matt Cooper,2011,3.0
Crypto Carbons - 0xf9606bb98fc76bf45eb6993450ca2fc59b7889ac,2011,3.0
VODAFONE,2011,3.0
Itubombas,2017,3.0
MARLENE LOPES LIAN-07.949.151/0001-30,2017,3.0
"Cranswick plc: Crane Court, Ravenscroft & Thackery, Food Central",2018,3.0
Jesse Stowers,2014,3.0
ECOLOG TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA.,2015,3.0
RDM INDUSTRIA E ENGENHARIA DE SISTEMAS CONTRA INCENDIO LTDA,2015,3.0
Nativa 365 Promoções e eventos LTDA,2015,3.0
Tribal Pet Foods,2020,3.0
Maria Valentina Paolillo Etcheverry- KMHS381MDPU432382,2015,3.0
Puerta del Sur S.A- KMHWH81RAMU197673,2015,3.0
Fernando Daniel Lopez- KMFYFX71ANU047529,2015,3.0
Nicolas Varone Pettinari- KMJYA371ANU039944,2015,3.0
Norberto D`andrea- KMHJB81BGNU129723,2015,3.0
Diego Dalmas- KMHS381KBNU417506,2015,3.0
Federazione Italiana delle Banche di Credito Cooperativo Casse Rurali ed Artigiane,2001,3.0
Sunset Lover (ABN: 38 655 204 087),2017,3.0
Atomic Hub Q4 2023,2017,3.0
Singapore Life Ltd,2020,3.0
"Soportes para Tuberías Pipe Hanger, SA - PIHASA (A28727394)",2020,3.0
Senac,2011,3.0
Neogen,2011,3.0
Grupo Otimista de Comunicação,2011,3.0
AGROPRO SAS,2010,3.0
Dagmar Cagáňová,2022,3.0
Radek Schuster,2022,3.0
"广东电网有限责任公司广州供电局Guangzhou Power Supply Bureau of Guangdong Power Grid Co., Ltd.",2010,3.0
Elisabeth Bruheim,2015,3.0
Chantale Tremblay,2021,3.0
Retiro a nombre de UNAB para compensar emisiones GEI asociadas al evento Anuncio de Carbono Neutralidad 2038,2012,3.0
"Anhui Joyin Information Technology Co., Ltd. Hefei R&D Center",2012,3.0
"Gongcheng Management Consulting Co., Ltd.",2019,3.0
Adrian Furstenburg Pte Ltd,2017,3.0
Climate Heroes - 20.02.04,2018,3.0
Climate Heroes - 20.06.24,2018,3.0
Alex Crowe-Evans,2015,3.0
Gompels Healthcare Limited,2016,3.0
Glamour Puss Studios,2016,3.0
Friburgo L.t.d.a.- KMHS381KDNU388358,2007,3.0
Care Natural Beauty,2011,3.0
FERRERO France COMMERCIALE SAS,2010,3.0
Kate Krause,2016,3.0
Proporciona,2015,3.0
Eduardo Calixto,2014,3.0
Samara jesseni,2014,3.0
Produtora Prodigious - Belvita,2014,3.0
christian dos santos mattos,2014,3.0
SOLENIS PERU SOCIEDAD ANONIMA CERRADA,2016,3.0
Anna Plechata Krausova,2022,3.0
Colyn Jurek,2015,3.0
Sarah Jane Lebus,2021,3.0
The GHG emissions generated from the Green Carnival: Green Activities for the Elderly and Shared Low Carbon Living for the Elderly,2012,3.0
HOW ABOUT NOW,2022,3.0
Gorst Energy Limited,2010,3.0
Veronique Bisaillon,2010,3.0
Sylvie Glen,2010,3.0
Bluefield Builders,2014,3.0
MKTG Group,2014,3.0
Real Estate Credit Investments Limited,2016,3.0
"Lavola on behalf of ""EV000120190007""",2014,3.0
Cristina Hernandez- LVVDB11B7MD017853,2007,3.0
Laura Miranda- LVVDB11B5MD175320,2007,3.0
Nestle,2003,3.0
A Casa do Porco,2014,3.0
Baque,2014,3.0
Report Comunicação Ltda,2014,3.0
Produtora : Dogs Can Fly Job : Seara_TheTown,2014,3.0
CROSSDO LOGISTICA INTELIGENTE LTDA,2014,3.0
AGÊNCIA PLAY PRODUÇÕES E PARTICIPAÇÕES LTDA,2014,3.0
SINOSKY,2016,3.0
kermi,2018,3.0
MOHAMMED ENTERPRISES T LTD,2016,3.0
CJ ICM FZCO,2016,3.0
ASIA SHIPPING INTL TRANSPORT PVT LT,2016,3.0
FLOMIC FREIGHT SERVICES PVT LTD,2016,3.0
INTERCONT FREIGHT LINERS PVT LTD,2016,3.0
JEENA & COMPANY INDIA,2016,3.0
MOVEX CARGO PVT LTD,2016,3.0
SANGAM INDIA LIMITED,2016,3.0
SHALIMAR PRECISION ENTERPRISES PVT,2016,3.0
YATRA ONLINE FREIGHT SERVICES PVT,2016,3.0
DEUGRO PROJECTS INDIA PVT LTD,2016,3.0
KBT FREIGHT & LOGISTICS PVT LTD,2016,3.0
ACCURA FREIGHT LLC,2016,3.0
MEGA-SAFTY INTL TRANSPORTATION,2016,3.0
WESTBOUND LOGISTICS SVC LTD SHA BR,2016,3.0
CEVALOGISTICS,2016,3.0
DECOEXSA MADRID,2016,3.0
JEENA AND COMPANY,2016,3.0
NEXEN TIRE CORPORATION,2016,3.0
CH ROBINSON FREIGHT SERVICES LANKA,2016,3.0
GOLDEN RICE (CAMBODIA) CO LTD,2016,3.0
GULF AGENCY COMPANY KUWAIT LTD,2016,3.0
QINGDAO NEXEN TIRE CORPORATION,2016,3.0
GOLD PADLOCK INTERNATIONAL LIMITED,2016,3.0
ZHEJIANG SHIPPING NINGBO INTL LOGS,2016,3.0
ECM LOGISTICS PVT LTD,2016,3.0
TOYOTSU AUTO MIDDLE EAST(FZE),2016,3.0
MARITINA LATVIJA SIA,2016,3.0
GLOBUS TRANSITOS PVT LTD,2016,3.0
DSV LITHUANIA UAB,2016,3.0
SEATECH INTERNACIONAL INC,2016,3.0
WORLD WOOD BUSINESS,2016,3.0
QDXB017834,2016,3.0
PANALPINA WORLD TRANSPORT SA,2016,3.0
NUPLAS INDUSTRIES LTD,2016,3.0
LMETER GLOBAL WLL,2016,3.0
LACTALIS INTERNATIONAL,2016,3.0
INTERNATIONAL TEXTILE LIMITED,2016,3.0
GAC WORLD DUBAI,2016,3.0
FREIGHT SYSTEMS I PVT LTD,2016,3.0
CANNON FANDER LTD,2016,3.0
ACS GLOBAL FORWARDING,2016,3.0
ACE COMMODITIES LIMITED,2016,3.0
Sparkasse – Cassa di Risparmio di Bolzano,2019,3.0
Fernando Rodrigues Cardoso,2017,3.0
Daniel Vainsencher Maya Monteiro,2017,3.0
Douglas Cavendish,2017,3.0
Marsh McLennan,2014,3.0
Aller-Aqua,2012,3.0
Nativa Srl SB,2012,3.0
Prominate,2012,3.0
Rebrain SB Srl,2012,3.0
CROSSMOTION LOGISTICS SA DE CV,2016,3.0
GZ DALI TRANSPORT INTL AGENCY,2016,3.0
ALPHA GROUPE INTERNATIONAL,2016,3.0
BELGOD MARINE SERVICES PVT LIMITED,2016,3.0
CONFIANCE TRANSIT,2016,3.0
DIAWARA BOCARA,2016,3.0
ERIXMAR SRL,2016,3.0
EXPEDITORS INTL FWDG & CLRG LLC,2016,3.0
F.LLI COLO' S.R.L.,2016,3.0
GLOTTIS,2016,3.0
JAS MIDDLE EAST FZE,2016,3.0
KUMANTI VENTURES DMCC,2016,3.0
MIRAGE CARGO SERVICE LLC,2016,3.0
MODERN MATCHES PRIVATE LTD,2016,3.0
MUHALAB AL KUWAIT GEN TRAD&CONT EST,2016,3.0
NGOUHOUO NJOYA AOUDOU,2016,3.0
NGOYE SYLLA ADAMA,2016,3.0
ROHLIG FRANCE SAS,2016,3.0
RONSPED WORLDWIDE SRL,2016,3.0
WIND SHIPPING&LOGISTICS,2016,3.0
AJA EXPERTS ACCOUNTING SERVICES,2016,3.0
CARGO WORLD PVT LTD,2016,3.0
COMET LOGISTICS,2016,3.0
GULF AGENCY CO QATAR WLL,2016,3.0
UBV OCEAN & AIR SRL,2016,3.0
CH ROBINSON FREIGHT SERVICES LTD,2016,3.0
REEF LIFESTYLE LLC,2016,3.0
BCK INTERMARK,2016,3.0
Climate Heroes - 20.11.12,2018,3.0
Elizabeth McKinney Charbonneau,2017,3.0
Sarah Young,2017,3.0
Farmacia Memeo Dr. Di Gravina,2014,3.0
Farcom Brescia SpA Urago Mella,2014,3.0
NG POH HUAT - #01-254,2010,3.0
Ulintando,2010,3.0
EASY ACCESS TRADING BRASIL LTDA,2017,3.0
HAVAS 08 SAS,2009,3.0
Editora Alta Gestão - Liderança Humanitária,2007,3.0
Norberto Larroca Y Beatriz Cuzzolino- KMHJ2812GLU246941,2012,3.0
Guillermo Mendaro- LVVDB11B2MD013614,2012,3.0
Maria Roselia Falconf Pino- 9BHGB812AMP200249,2012,3.0
Fernando Perez- 9BHGB812BMP199782,2012,3.0
Silvia Sole- KMHJ2812GLU247212,2012,3.0
Spacefor Srl- 9BHGB812BMP204248,2012,3.0
Rilonex S.A.- KMFWBX7HAMU163362,2012,3.0
Fsojiu- LVTDB24B0LD056695,2012,3.0
Pedro Ferraro- 9BHGB812AMP211128,2012,3.0
Marcelo Noble- LVVDB11B37D017865,2012,3.0
Carlos Etcheverrigaray- 9BHGB812BNP220161,2012,3.0
Jorge Enrique Vidart Fernandez- 9BHGB812ANP218812,2012,3.0
Santiago Rebagliatti- LVVDB21B1MD015604,2012,3.0
Di Giovanni Sabio- LVVDB21B6LD043798,2012,3.0
Adriana Jaqueline Nabón Dansilio- 9BHGB812AMP209736,2012,3.0
Alfaro- 9BHGB812ALP170146,2012,3.0
Muricar S.a.- KMFWBX7HAMU163047,2012,3.0
David Bello Quiroga- 9BHGB812BMP211114,2012,3.0
Pablo Javier Centurion Gonzalez- LVVDB14BXKD053240,2012,3.0
Carlos Maria Cattaneo Nim- LVTDB21B1MD017586,2012,3.0
Caio Cardoso Penachini,2011,3.0
Concours on Savile Row 2023,2014,3.0
啟新生物科技股份有限公司,2018,3.0
VISTAGE CONECTA URUGUAY,2012,3.0
Alpina aai - CNPJ:29591159000100,2015,3.0
QINGDAO AIR SEA TRANSENVPORT INC,2016,3.0
YONGHAO INTERNATIONAL LOGISTICS CO,2016,3.0
FEIFA,2017,3.0
EBP Brasil,2012,3.0
BLEDINA SA,2019,3.0
Russell Cooke LLP,2016,3.0
Jennifer Ziegler - Praxistrainings-Lebensmittelsicherheit,2007,3.0
Repsol,2016,3.0
L'Oreal ,2016,3.0
BEST Soluções Ltda,2014,3.0
Shannon Ng,2019,3.0
Silvana Lenno Cortizo- LVVDB11B3MD016957,2009,3.0
Silvia Pereira- 9BHGB812BNP234324,2009,3.0
Enzo Garrone Sciera- 9BHGB812ANP240887,2009,3.0
Serinco Uruguay S.r.l- 9BHGB812BNP227185,2009,3.0
Luis Osvaldo Rodriguez- 9BHGB812BNP227247,2009,3.0
Carlos Darwin Pereyra- LVVDB11B1MD017850,2007,3.0
Vincenzo Solomita Iannuzzi- LVVDB21B7MD016949,2007,3.0
Emilio Benzo Sa- LVTDB21B4MD093545,2007,3.0
AESTHERIOR PTE LTD,2011,3.0
BIG FOOD PTE LTD,2011,3.0
BYRON SERVICES & CO,2011,3.0
INFOPLUS SOLUTIONS PTE LTD,2011,3.0
MR HO KAH LENG,2011,3.0
MS LIM AH CHANG,2011,3.0
STEP STUDIO,2011,3.0
STYL SOLUTIONS PTE LTD,2011,3.0
TRI-ART PRINTERS PTE LTD,2011,3.0
"WONG RUI ZHANG, WENDY (HUANG RUISHAN)",2011,3.0
Marcos Salles,2012,3.0
Janaina Dallan,2012,3.0
APQ GESTAO PARA A SUSTENTABILIDADE LTDA,2012,3.0
Ampla Visão Informática Ltda,2012,3.0
"German Cal Marotta (Emisión real 2,15 ton. CO2 eq.)",2015,3.0
"Florencia Ramos (Emisión real 2,98 ton. CO2 eq.)",2015,3.0
Enrique Hilario Rodriguez Gomez- LVVDB21B3MD191649,2015,3.0
Palma Carrasco Julia Beatriz Y Loyet Pal- LVTDB21B6ND027564,2015,3.0
Elbio Acosta- LVVDB11B4ME021465,2015,3.0
Sebastian Serron Bon- LVVDB21B7MD175325,2015,3.0
Carlos Gustavo Kelly Vazquez- LVTDB21B6MD193484,2015,3.0
Juan Eduardo Guerra Touzet- KMHK281EGNU075895,2015,3.0
Macarena Izmendi- KMHJB81BGNU098975,2015,3.0
Damien J Schuster,2009,3.0
AYUNTAMIENTO DE SEVILLA,2011,3.0
Natura&Co,2020,3.0
"山东建银科技有限责任公司 (Shandong Jianyin Technology Co., Ltd.)",2021,3.0
SCALON,2019,3.0
ASOCIACION LUBAVITCH DE URUGUAY- KMHJB81BGNU096726,2015,3.0
Javier Fernando Noble Lopez- KMHS381KDPU444770,2015,3.0
Giaquinto Rodriguez Emiliano Pablo- KMJYA371APU061511,2015,3.0
Ohal S.r.l.- KMJYA371ANU048664,2015,3.0
SWISSCAM,2009,3.0
Atomic Hub Feb 2024,2020,3.0
Mi Technovation Berhad,2020,3.0
BOON,2020,3.0
"Sunshine Lab Compensa 3 tn CO2eq. como acción de impacto por las emisiones generadas en el evento de Nespresso, de la guía Michelin",2020,3.0
TAG Investimentos,2011,3.0
Voar Turismo Ltda,2006,3.0
FORBES ARGENTINA,2022,3.0
Wise Payments Ltd.,2019,3.0
Diego Santos,2022,3.0
Arturo H. Ariño,2022,3.0
Hsi-Hui Chang,2022,3.0
"Siemens Ltd., China",2022,3.0
"东方日升新能源股份有限公司 Risen Energy Co., Ltd",2013,3.0
Evento Foco,2011,3.0
The GHG emissions generated from the Establishment of HQCEA and Inauguration Ceremony of the First Board of Directors and Supervisors,2012,3.0
"The GHG emissions generated from the Celebration of 2024 Global Exhibitions Day on June 5, 2024",2012,3.0
